symbol,name,industry,asof_date,price_asof_date_x,financial_report_period,financial_announcement_date,momentum_20d,turnover_change,pe_percentile,pb_percentile,roe,gross_margin,revenue_growth_yoy,net_profit_growth_yoy,volatility_60d,price_asof_date_y,asof_close,future_date,future_close,forward_return_20d
002142,宁波银行,unknown,20260520,2026-05-20,20260331,2026-04-25,0.0054592164418754,-0.2488696617142135,0.4910714285714285,0.4201117318435754,3.595,43.72547,0.1021357123546904,0.1030066064446542,0.2146402924542732,2026-05-20,31.31,2026-06-17,31.44,0.0041520281060365
002179,中航光电,unknown,20260520,2026-05-20,20260331,2026-04-25,0.1625923820352472,0.0181904627004507,0.7821229050279329,0.2578125,1.63,27.996145,0.0069385539399404,-0.3775422162944665,0.4240055953244322,2026-05-20,40.9,2026-06-17,38.82,-0.0508557457212713
002202,金风科技,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.0035447026388342,-0.2308406277482376,0.8549107142857143,0.9341517857142856,2.23,16.762874,0.6347910291970178,0.5964766067741036,0.5575903318390912,2026-05-20,25.3,2026-06-17,21.98,-0.1312252964426877
002230,科大讯飞,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0049751243781095,0.0961041468779564,0.3939732142857143,0.3125,-0.91,38.97253,0.1323309070210259,-0.1217433236841695,0.297637983846399,2026-05-20,48.0,2026-06-17,41.59,-0.1335416666666665
002236,大华股份,unknown,20260520,2026-05-20,20260331,2026-04-18,-0.0596696856686201,-0.0858986142417957,0.4040178571428571,0.2745535714285714,1.83,43.765401,0.103293393480591,0.0680782213273987,0.2677309696126023,2026-05-20,17.65,2026-06-17,16.31,-0.0759206798866856
002241,歌尔股份,unknown,20260520,2026-05-20,20260331,2026-04-24,0.037052456286428,0.1229675630077793,0.2120535714285714,0.4815642458100558,1.37,13.766487,0.1443568906266743,0.0728257767238145,0.3310353330067465,2026-05-20,24.91,2026-06-17,23.68,-0.0493777599357687
002304,洋河股份,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.0983112183353438,0.1819785504689557,0.9877232142857144,0.0011160714285714,5.09,75.416194,-0.2602939129059201,-0.327334580372817,0.1797506191497374,2026-05-20,44.85,2026-06-17,42.08,-0.0617614269788183
002311,海大集团,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.0625400213447171,0.1153544474832124,0.2109375,0.0044642857142857,3.55,9.921644,0.1319061091240951,-0.3082066306955302,0.3391299934481802,2026-05-20,43.92,2026-06-17,41.58,-0.0532786885245902
002352,顺丰控股,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.015164047422112,-0.1133690456508376,0.0022321428571428,0.0011173184357541,2.52,13.737617,0.0614488428076169,0.1304858076525927,0.1900940247546042,2026-05-20,35.72,2026-06-17,32.2,-0.0985442329227322
002353,杰瑞股份,unknown,20260520,2026-05-20,20260331,2026-04-17,0.1225335765213067,-0.1038390815949096,0.9888392857142856,0.9888392857142856,2.52,33.616605,0.2248072842923634,0.263218672482078,0.6839738271494196,2026-05-20,135.4,2026-06-17,157.65,0.164327917282127
002371,北方华创,unknown,20260520,2026-05-20,20260331,2026-04-30,0.3960120022983124,0.1286576395527219,0.7284916201117319,0.829050279329609,4.25,40.772789,0.2579609024194313,0.0341820163451886,0.4940865984324644,2026-05-20,656.0,2026-06-17,704.22,0.0735060975609755
002384,东山精密,unknown,20260520,2026-05-20,20260331,2026-04-28,0.3756940160394819,-0.0352120163209768,0.9910614525139664,1.0,5.05,19.327535,0.5272343274234259,1.4347103169782645,0.6993856054158005,2026-05-20,223.0,2026-06-17,256.92,0.1521076233183858
002415,海康威视,unknown,20260520,2026-05-20,20260331,2026-04-18,0.0049397962334052,-0.1721106659631567,0.1886160714285714,0.1328125,3.28,49.085471,0.1178284513812466,0.3641996536797005,0.2549413361464868,2026-05-20,32.55,2026-06-17,32.36,-0.0058371735791089
002422,科伦药业,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0800230282095567,-0.0390465241905818,0.9676339285714286,0.2678571428571428,1.86,45.313711,-0.0297619984388495,-0.223437694653757,0.4301260503545085,2026-05-20,31.96,2026-06-17,35.62,0.1145181476846055
002460,赣锋锂业,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0819652629074471,-0.1474230491015196,0.8268156424581006,0.5926339285714286,4.02,29.718673,1.4381349449959853,-6.163357219347345,0.5130812627444957,2026-05-20,77.17,2026-06-17,71.32,-0.0758066606194117
002463,沪电股份,unknown,20260520,2026-05-20,20260331,2026-04-23,0.0655282378356136,-0.1227737770097323,0.9832589285714286,0.984375,7.81,35.632417,0.5390614097654189,0.629033090550732,0.5945624365649422,2026-05-20,103.58,2026-06-17,146.55,0.4148484263371308
002466,天齐锂业,unknown,20260520,2026-05-20,20260331,2026-04-28,0.0226556639159789,-0.2364189613536129,0.9709497206703912,0.6049107142857143,4.31,62.65606,0.9843829227260856,16.991224018669723,0.5095201944970393,2026-05-20,68.16,2026-06-17,64.04,-0.0604460093896712
002475,立讯精密,unknown,20260520,2026-05-20,20260331,2026-04-29,0.1727196652719664,-0.1703097149933081,0.7743016759776536,0.71875,4.2,11.92052,0.3576894062010702,0.2024161935597475,0.5472868135890493,2026-05-20,70.07,2026-06-17,67.32,-0.0392464678178964
002493,荣盛石化,unknown,20260520,2026-05-20,20260331,2026-04-28,0.0406574394463665,-0.1311042643504933,0.6782122905027933,0.5401785714285714,6.26,19.693511,-0.1913436355738786,3.7846388798328894,0.5087355674913652,2026-05-20,12.03,2026-06-17,11.9,-0.0108063175394845
002532,天山铝业,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.1963824289405684,0.0745139757873196,0.4497767857142857,0.8860335195530726,7.27,35.605213,0.065539033029897,1.0969647607983828,0.5438248726615504,2026-05-20,15.55,2026-06-17,12.55,-0.1929260450160771
002558,巨人网络,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.1351603861725319,0.1119855343366647,0.4938547486033519,0.8035714285714286,6.81,95.377689,2.217004406829204,2.105778080960714,0.49422485058757,2026-05-20,27.77,2026-06-17,24.09,-0.1325171047893409
002594,比亚迪,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.1004047022547697,-0.1947883544508035,0.5083798882681564,0.0189944134078212,1.65,18.806213,-0.1181913656390478,-0.5538440532671545,0.3521168496576449,2026-05-20,93.36,2026-06-17,87.47,-0.0630891173950299
002600,领益智造,unknown,20260520,2026-05-20,20260331,2026-04-30,0.1786492374727668,1.0107501845870064,0.987709497206704,0.9453125,1.62,16.543396,0.0999356512857223,-0.307049395634241,0.4162123670628289,2026-05-20,16.23,2026-06-17,15.85,-0.0234134319162045
002602,世纪华通,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.1436077057793344,-0.0683664175593589,0.3497206703910614,0.8268156424581006,6.46,72.047882,0.3518554214783047,0.5017972384024945,0.415296101625245,2026-05-20,14.67,2026-06-17,13.08,-0.1083844580777095
002625,光启技术,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.019814396789566,-0.1097571657825761,0.5150837988826815,0.6852678571428571,1.81,49.853559,0.4027931668284636,0.1702713179375741,0.3654114464335599,2026-05-20,39.08,2026-06-17,37.91,-0.0299385875127943
002648,卫星化学,unknown,20260520,2026-05-20,20260331,2026-04-14,-0.0663931368892203,0.0300417411460103,0.734375,0.5792410714285714,6.14,24.337942,0.0282200588133738,0.3497262144757285,0.5673958467192924,2026-05-20,25.03,2026-06-17,22.4,-0.1050739113064324
002709,天赐材料,unknown,20260520,2026-05-20,20260331,2026-04-28,0.1953833470733716,-0.1657702653526975,0.5212053571428571,0.5027932960893855,8.84,38.65346,0.9129078266885278,10.057510118643863,0.5924980064683053,2026-05-20,58.0,2026-06-17,52.85,-0.0887931034482758
002714,牧原股份,unknown,20260520,2026-05-20,20260331,2026-04-22,-0.1314679102820342,0.1072804409918675,0.8960893854748604,0.0011160714285714,-1.57,5.171922,-0.1710304164908438,-1.2705000164139153,0.3805835405890997,2026-05-20,39.11,2026-06-17,34.66,-0.113781641523907
002736,国信证券,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.1549657534246575,-0.3255415038813363,0.0558035714285714,0.1205357142857142,1.83,54.021713,-0.045427217435879,-0.0962791482408633,0.2938721550888326,2026-05-20,9.87,2026-06-17,10.1,0.0233029381965552
002837,英维克,unknown,20260520,2026-05-20,20260331,2026-04-21,-0.0203601271036837,-0.0982431410780855,0.9921875,0.9463687150837988,0.25,24.293461,0.2602908356827331,-0.8196726402714036,0.6903117763913178,2026-05-20,83.24,2026-06-17,74.62,-0.1035559827006246
002916,深南电路,unknown,20260520,2026-05-20,20260331,2026-04-24,0.179562822107695,-0.1220154447667639,0.9754464285714286,0.9988839285714286,4.83,29.169011,0.3789944730356398,0.7300517686647927,0.6161554518880802,2026-05-20,331.87,2026-06-17,444.27,0.3386868352065566
002920,德赛西威,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.1051850477692236,0.1569923476439132,0.0022321428571428,0.0033519553072625,2.95,18.596436,-0.0436958000729993,-0.2074038175708004,0.3326854270591484,2026-05-20,96.47,2026-06-17,88.2,-0.0857261324764174
002938,鹏鼎控股,unknown,20260520,2026-05-20,20260331,2026-04-30,0.4522261943451415,-0.1327705122495073,1.0,1.0,1.35,22.948496,-0.0124864389630238,-0.0520674737139589,0.6523252559053301,2026-05-20,89.37,2026-06-17,119.01,0.3316549177576369
003816,中国广核,unknown,20260520,2026-05-20,20260331,2026-04-29,0.0432801822323463,0.060550768385656,0.9921875,0.9129464285714286,2.2,39.372794,-0.1325016004530853,-0.0932784633733314,0.2657788568748006,2026-05-20,4.58,2026-06-17,4.19,-0.0851528384279475
300014,亿纬锂能,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.0438155437437149,-0.1623027833762154,0.46875,0.4341517857142857,3.35,14.038297,0.6161017748273183,0.313489123781199,0.4879655589617352,2026-05-20,66.56,2026-06-17,67.54,0.0147235576923077
300015,爱尔眼科,unknown,20260520,2026-05-20,20260331,2026-04-24,0.0010570824524311,-0.0953351124756488,0.0268156424581005,0.0011160714285714,5.25,47.733116,0.0614579616114594,0.1246192247007125,0.3157002989508901,2026-05-20,9.47,2026-06-17,8.3,-0.1235480464625131
300033,同花顺,unknown,20260520,2026-05-20,20260331,2026-04-23,-0.0580371969445366,-0.0893633183153241,0.5519553072625698,0.8917410714285714,2.67,84.988113,0.4080630395873801,1.1258475463877566,0.4051886685330431,2026-05-20,226.9,2026-06-17,217.35,-0.0420890260026444
300059,东方财富,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.0135406218655967,-0.0558725133919795,0.0669642857142857,0.171875,3.99,85.70517,0.4433801552734964,0.3766989204629791,0.3028662721167951,2026-05-20,19.67,2026-06-17,19.04,-0.0320284697508898
300122,智飞生物,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.0471881060116354,-0.1664687565062866,0.1540178571428571,0.3638392857142857,-2.48,29.157583,-0.0864375082280319,0.1878519055333876,0.3540910398611815,2026-05-20,14.74,2026-06-17,12.61,-0.144504748982361
300124,汇川技术,unknown,20260520,2026-05-20,20260331,2026-04-28,0.1689406714701824,-0.0877830974667907,0.7631284916201118,0.1486033519553072,2.83,29.077055,0.1297976281041855,-0.2338736289107257,0.4173315761919264,2026-05-20,76.25,2026-06-17,69.75,-0.0852459016393443
300251,光线传媒,unknown,20260520,2026-05-20,20260331,2026-04-22,-0.1905339805825243,-0.1565103256762499,0.015625,0.7410714285714286,0.23,44.129931,-0.935918186359167,-0.9884533196808862,0.70132034056997,2026-05-20,13.34,2026-06-17,11.34,-0.1499250374812594
300274,阳光电源,unknown,20260520,2026-05-20,20260331,2026-04-28,0.2655161973963063,0.4313598947540824,0.5580357142857143,0.4681564245810056,4.81,33.262931,-0.1825867218095382,-0.4011570312262479,0.6063595750063188,2026-05-20,167.2,2026-06-17,149.15,-0.1079545454545454
300308,中际旭创,unknown,20260520,2026-05-20,20260331,2026-04-17,0.2200143531100364,-0.0617157112809088,0.9340782122905028,0.9966480446927374,17.54,46.058133,1.921169094232574,2.6228365713294144,0.5657941890971948,2026-05-20,1037.0,2026-06-17,1276.11,0.2305785920925747
300316,晶盛机电,unknown,20260520,2026-05-20,20260331,2026-04-28,0.2310030395136777,0.404682728432381,1.0,0.5189732142857143,0.6,29.443539,-0.4488228307791533,-0.8210029634918872,0.563921886032127,2026-05-20,56.7,2026-06-17,51.87,-0.0851851851851852
300394,天孚通信,unknown,20260520,2026-05-20,20260331,2026-04-21,-0.0534664448141984,0.1656750693940465,0.9620111731843576,0.9575892857142856,8.57,56.603933,0.4082427830731052,0.4578790203136782,0.8469968345514327,2026-05-20,255.99,2026-06-17,329.33,0.2864955662330559
300408,三环集团,unknown,20260520,2026-05-20,20260331,2026-04-24,0.4801789295079437,0.0040452631562464,1.0,1.0,3.59,43.488932,0.4625134848709036,0.4848352330095016,0.6002105499130621,2026-05-20,95.96,2026-06-17,155.46,0.6200500208420177
300413,芒果超媒,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.1064133016627079,-0.0631854427441235,0.659217877094972,0.0011160714285714,0.85,23.31157,0.0634891414242975,-0.4737040916597704,0.2900109945828275,2026-05-20,18.81,2026-06-17,15.61,-0.1701222753854332
300418,昆仑万维,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0925503610794374,0.0046942260098461,0.0770089285714285,0.9308035714285714,-6.98,66.233597,0.4569128244411999,0.1534300570904234,0.6957743655952863,2026-05-20,47.75,2026-06-17,38.75,-0.1884816753926701
300433,蓝思科技,unknown,20260520,2026-05-20,20260331,2026-04-16,0.3970757983839941,0.7617675024498625,0.9285714285714286,0.9709821428571428,-0.27,14.554598,-0.1713422022998493,-1.3488133916247704,0.5994135965880056,2026-05-20,36.31,2026-06-17,51.21,0.4103552740291929
300442,润泽科技,unknown,20260520,2026-05-20,20260331,2026-04-10,0.0165447025135219,0.2186549119668421,0.6049107142857143,0.8592178770949721,4.17,46.798813,0.5355318005448095,0.3534834398843687,0.7613813062661082,2026-05-20,95.85,2026-06-17,81.17,-0.1531559728742826
300450,先导智能,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.0775,-0.1451845234630949,0.4899553571428571,0.4558659217877095,3.03,33.612077,0.1911298099901321,0.1098993668484664,0.3981483713560457,2026-05-20,51.66,2026-06-17,48.13,-0.0683313975996902
300476,胜宏科技,unknown,20260520,2026-05-20,20260331,2026-04-29,0.0238343238772134,-0.0385466593158724,0.9128491620111732,0.9520089285714286,7.62,34.458493,0.2799278264953664,0.3994799885324656,0.6237900210866288,2026-05-20,334.2,2026-06-17,361.7,0.0822860562537401
300498,温氏股份,unknown,20260520,2026-05-20,20260331,2026-04-22,-0.144927536231884,0.0477956187400097,0.8761160714285714,0.0825892857142857,-2.59,2.707856,0.0030603100718349,-1.53152419835135,0.2644090174522225,2026-05-20,14.16,2026-06-17,12.49,-0.1179378531073446
300502,新易盛,unknown,20260520,2026-05-20,20260331,2026-04-24,-0.0017611918985173,-0.1785930435937783,0.7287946428571429,0.9251396648044692,14.52,49.160955,1.0575948145903613,0.7679983242812436,0.722786229959841,2026-05-20,419.43,2026-06-17,557.88,0.3300908375652671
300628,亿联网络,unknown,20260520,2026-05-20,20260331,2026-04-22,0.0975609756097561,-0.1649262935123059,0.241340782122905,0.1877094972067039,6.79,65.237071,0.1882590545012195,0.1667643468274127,0.3098779764108042,2026-05-20,37.8,2026-06-17,33.78,-0.1063492063492063
300661,圣邦股份,unknown,20260520,2026-05-20,20260331,2026-04-27,0.5096949327817994,-0.1058553971612092,0.6737430167597765,0.6261160714285714,2.31,51.628284,0.3908119723144698,1.0695942971911006,0.6164985302839469,2026-05-20,116.79,2026-06-17,131.55,0.1263806832776779
300750,宁德时代,unknown,20260520,2026-05-20,20260331,2026-04-16,-0.0516748599519836,-0.201511146071451,0.421875,0.4821428571428571,5.98,24.815621,0.5244869554824236,0.485237160697918,0.4006905135080534,2026-05-20,414.75,2026-06-17,399.0,-0.0379746835443037
